Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
53,Master'S,Others,3,Suburban,45,Married,Full-Time,5,Own,Single-Family Home,Male,Car,73210.0
46,High School,Healthcare,3,Urban,19,Married,Part-Time,6,Rent,Single-Family Home,Male,Public Transit,64916.0
59,High School,Technology,3,Urban,22,Married,Part-Time,7,Own,Single-Family Home,Male,Public Transit,66358.0
29,Master'S,Finance,3,Rural,44,Married,Full-Time,1,Rent,Apartment,Female,Public Transit,65968.0
31,Bachelor'S,Education,3,Rural,26,Married,Self-Employed,2,Own,Single-Family Home,Male,Public Transit,2890510.4000000004
65,High School,Finance,0,Suburban,14,Married,Self-Employed,6,Own,Single-Family Home,Female,Public Transit,71358.0
65,Master'S,Finance,1,Urban,37,Single,Full-Time,7,Own,Apartment,Male,Car,121596.0
38,Bachelor'S,Others,1,Rural,10,Single,Full-Time,7,Rent,Apartment,Female,Biking,67410.0
39,Bachelor'S,Education,3,Urban,7,Married,Full-Time,5,Rent,Single-Family Home,Male,Public Transit,66766.0
38,High School,Healthcare,1,Urban,13,Single,Part-Time,1,Own,Apartment,Male,Public Transit,1660360.0
61,Bachelor'S,Education,2,Urban,12,Married,Full-Time,2,Rent,Apartment,Male,Walking,68354.0
65,Bachelor'S,Finance,1,Suburban,21,Married,Part-Time,5,Own,Townhouse,Male,Public Transit,70870.0
47,High School,Technology,4,Urban,33,Married,Self-Employed,3,Rent,Townhouse,Male,Public Transit,69266.0
56,Bachelor'S,Healthcare,3,Rural,0,Married,Full-Time,5,Rent,Apartment,Male,Public Transit,67512.0
37,Bachelor'S,Healthcare,4,Rural,36,Married,Self-Employed,5,Own,Townhouse,Male,Public Transit,67270.0
41,Master'S,Education,4,Urban,31,Married,Self-Employed,5,Rent,Apartment,Male,Public Transit,391302.0
40,Master'S,Finance,3,Rural,10,Married,Part-Time,7,Own,Apartment,Male,Public Transit,517880.0
24,High School,Healthcare,5,Rural,9,Married,Full-Time,5,Rent,Apartment,Female,Public Transit,872400.0
26,Master'S,Education,0,Urban,29,Married,Full-Time,1,Own,Single-Family Home,Male,Public Transit,68496.0
18,Master'S,Healthcare,5,Urban,11,Divorced,Full-Time,4,Own,Single-Family Home,Female,Biking,73476.0
43,Master'S,Finance,1,Urban,41,Single,Part-Time,3,Own,Apartment,Male,Car,74608.0
55,Bachelor'S,Others,5,Urban,40,Married,Part-Time,7,Own,Townhouse,Male,Car,67530.0
55,High School,Technology,2,Suburban,33,Single,Self-Employed,4,Own,Apartment,Female,Car,69422.0
61,Master'S,Healthcare,5,Urban,24,Single,Self-Employed,1,Own,Single-Family Home,Male,Public Transit,69408.0
39,High School,Healthcare,5,Rural,35,Divorced,Part-Time,5,Own,Single-Family Home,Female,Public Transit,144264.0
61,High School,Education,0,Rural,3,Single,Self-Employed,7,Rent,Townhouse,Male,Public Transit,66830.0
27,Bachelor'S,Technology,2,Urban,20,Married,Full-Time,2,Rent,Apartment,Female,Car,385342.0
23,Doctorate,Technology,5,Urban,29,Married,Full-Time,2,Own,Apartment,Male,Car,1180202.0
34,High School,Others,3,Urban,37,Married,Full-Time,4,Rent,Single-Family Home,Male,Biking,112858.0
65,Bachelor'S,Others,1,Urban,11,Married,Full-Time,7,Own,Single-Family Home,Male,Public Transit,66484.0
65,Bachelor'S,Healthcare,5,Urban,38,Single,Part-Time,6,Own,Apartment,Female,Public Transit,69872.0
55,Master'S,Healthcare,0,Urban,24,Married,Full-Time,2,Rent,Apartment,Female,Car,1415941.0
41,Bachelor'S,Education,3,Urban,18,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,41051.0
65,High School,Education,0,Urban,1,Married,Self-Employed,3,Rent,Apartment,Female,Biking,54266.0
27,High School,Technology,4,Rural,21,Married,Self-Employed,2,Rent,Single-Family Home,Male,Car,1128761.0
25,Bachelor'S,Finance,5,Urban,29,Single,Full-Time,7,Own,Single-Family Home,Male,Car,66486.0
38,High School,Healthcare,1,Urban,45,Married,Full-Time,6,Own,Single-Family Home,Female,Biking,74290.0
23,High School,Finance,1,Urban,35,Single,Full-Time,5,Rent,Single-Family Home,Female,Public Transit,69004.0
38,Bachelor'S,Technology,3,Urban,2,Single,Full-Time,1,Own,Single-Family Home,Male,Car,2047764.0
56,Bachelor'S,Others,3,Urban,22,Single,Part-Time,3,Rent,Single-Family Home,Male,Car,67870.0
41,Master'S,Technology,3,Urban,3,Single,Part-Time,7,Own,Townhouse,Male,Walking,71752.0
50,High School,Finance,1,Urban,27,Married,Full-Time,2,Rent,Apartment,Female,Public Transit,2890510.4000000004
35,Bachelor'S,Healthcare,5,Urban,13,Single,Part-Time,7,Rent,Apartment,Male,Car,2890510.4000000004
45,Bachelor'S,Finance,4,Urban,5,Divorced,Full-Time,2,Rent,Single-Family Home,Male,Public Transit,112453.0
65,High School,Healthcare,1,Urban,5,Divorced,Self-Employed,7,Rent,Apartment,Male,Public Transit,72420.0
49,Bachelor'S,Technology,3,Urban,40,Married,Full-Time,7,Own,Single-Family Home,Male,Biking,72724.0
29,High School,Healthcare,2,Suburban,36,Married,Self-Employed,4,Own,Apartment,Female,Car,70556.0
65,Master'S,Healthcare,5,Urban,6,Divorced,Full-Time,3,Rent,Apartment,Male,Public Transit,65964.0
59,Bachelor'S,Healthcare,4,Urban,12,Married,Full-Time,1,Own,Townhouse,Female,Public Transit,71336.0
44,Bachelor'S,Healthcare,1,Suburban,0,Single,Full-Time,1,Rent,Apartment,Male,Public Transit,74618.0
27,High School,Education,2,Rural,23,Married,Self-Employed,4,Own,Apartment,Female,Car,244145.0
63,High School,Others,5,Suburban,33,Single,Part-Time,4,Own,Apartment,Female,Public Transit,57083.0
65,Bachelor'S,Education,4,Urban,9,Married,Self-Employed,4,Own,Single-Family Home,Female,Biking,66862.0
59,Bachelor'S,Finance,1,Urban,5,Married,Full-Time,2,Own,Apartment,Male,Car,68672.0
49,High School,Healthcare,5,Urban,3,Married,Full-Time,7,Rent,Apartment,Male,Public Transit,36121.95
59,High School,Technology,5,Suburban,7,Single,Full-Time,3,Rent,Apartment,Female,Public Transit,2890510.4000000004
43,Bachelor'S,Healthcare,3,Suburban,45,Single,Part-Time,1,Own,Townhouse,Female,Car,72906.0
42,Bachelor'S,Healthcare,1,Urban,45,Married,Self-Employed,5,Own,Single-Family Home,Male,Biking,433989.0
28,High School,Healthcare,5,Urban,14,Married,Full-Time,1,Own,Apartment,Female,Public Transit,979144.0
40,Bachelor'S,Education,4,Urban,44,Married,Full-Time,6,Rent,Single-Family Home,Female,Public Transit,371505.0
51,Bachelor'S,Healthcare,3,Urban,11,Married,Part-Time,3,Own,Townhouse,Female,Biking,74086.0
65,Bachelor'S,Others,5,Rural,38,Married,Full-Time,4,Rent,Townhouse,Male,Car,695262.0
57,Bachelor'S,Education,0,Urban,45,Married,Part-Time,2,Own,Apartment,Male,Walking,74642.0
40,Bachelor'S,Finance,2,Urban,5,Single,Full-Time,1,Rent,Apartment,Male,Walking,50568.0
46,High School,Others,5,Suburban,20,Married,Self-Employed,5,Own,Townhouse,Male,Car,73012.0
48,High School,Technology,3,Urban,45,Divorced,Self-Employed,2,Own,Townhouse,Female,Biking,1290515.0
24,Bachelor'S,Others,3,Urban,31,Married,Part-Time,1,Own,Apartment,Female,Public Transit,2446002.0
57,Bachelor'S,Healthcare,4,Urban,31,Married,Full-Time,7,Rent,Apartment,Male,Car,97218.0
50,Bachelor'S,Finance,5,Urban,26,Single,Full-Time,3,Rent,Townhouse,Female,Public Transit,73922.0
38,Master'S,Healthcare,5,Urban,45,Married,Full-Time,7,Own,Apartment,Male,Biking,67776.0
19,Master'S,Technology,4,Urban,10,Married,Part-Time,1,Own,Single-Family Home,Female,Car,74314.0
35,High School,Technology,2,Urban,21,Married,Full-Time,5,Rent,Townhouse,Female,Walking,2890510.4000000004
64,Master'S,Others,4,Urban,35,Single,Self-Employed,2,Rent,Apartment,Male,Car,505274.0
50,Bachelor'S,Others,3,Urban,22,Married,Self-Employed,1,Own,Apartment,Male,Public Transit,69660.0
54,High School,Healthcare,2,Suburban,36,Single,Full-Time,5,Rent,Single-Family Home,Female,Public Transit,1468838.0
51,Doctorate,Education,2,Urban,22,Married,Part-Time,7,Rent,Single-Family Home,Male,Public Transit,65444.0
37,Master'S,Finance,1,Urban,26,Married,Part-Time,1,Rent,Apartment,Female,Biking,2890510.4000000004
52,Doctorate,Finance,3,Urban,33,Married,Full-Time,1,Own,Apartment,Female,Walking,72858.0
65,High School,Healthcare,3,Urban,19,Married,Full-Time,7,Own,Townhouse,Male,Public Transit,66252.0
65,High School,Education,4,Urban,14,Married,Full-Time,6,Rent,Apartment,Female,Car,2169711.0
35,Bachelor'S,Finance,3,Suburban,41,Single,Part-Time,4,Rent,Single-Family Home,Male,Biking,69018.0
63,Bachelor'S,Finance,5,Urban,3,Married,Full-Time,7,Rent,Apartment,Female,Public Transit,68174.0
41,High School,Education,4,Urban,28,Single,Part-Time,5,Own,Townhouse,Male,Biking,71384.0
25,Master'S,Finance,3,Urban,39,Single,Self-Employed,1,Own,Single-Family Home,Male,Public Transit,65080.0
47,Bachelor'S,Technology,5,Suburban,10,Married,Part-Time,6,Rent,Single-Family Home,Male,Car,68222.0
61,Bachelor'S,Others,1,Rural,45,Married,Self-Employed,2,Own,Townhouse,Female,Biking,69702.0
65,Bachelor'S,Technology,3,Urban,6,Married,Part-Time,3,Rent,Single-Family Home,Female,Public Transit,68862.0
27,Bachelor'S,Education,1,Urban,10,Married,Full-Time,7,Own,Apartment,Female,Car,2890510.4000000004
40,High School,Others,3,Urban,41,Single,Self-Employed,4,Own,Townhouse,Female,Car,67828.0
65,Doctorate,Healthcare,3,Suburban,32,Single,Full-Time,6,Rent,Townhouse,Male,Biking,68304.0
65,Bachelor'S,Others,0,Urban,29,Single,Self-Employed,4,Own,Apartment,Female,Biking,65094.0
28,High School,Technology,5,Urban,31,Single,Full-Time,4,Own,Apartment,Female,Car,74780.0
19,Master'S,Others,3,Urban,39,Married,Self-Employed,3,Rent,Apartment,Male,Car,991446.0
43,Doctorate,Healthcare,1,Urban,36,Single,Full-Time,7,Own,Apartment,Female,Car,2890510.4000000004
53,Master'S,Technology,2,Urban,12,Married,Full-Time,5,Own,Single-Family Home,Male,Public Transit,68224.0
50,Master'S,Finance,1,Urban,6,Married,Full-Time,2,Own,Apartment,Male,Biking,66604.0
64,Bachelor'S,Finance,5,Suburban,23,Married,Full-Time,3,Own,Apartment,Male,Car,74574.0
30,Master'S,Healthcare,3,Urban,10,Married,Part-Time,2,Own,Single-Family Home,Male,Biking,72120.0
57,High School,Healthcare,4,Urban,30,Married,Full-Time,2,Own,Apartment,Male,Car,73276.0
42,Master'S,Technology,0,Urban,43,Single,Part-Time,4,Own,Apartment,Male,Car,72930.0
21,Bachelor'S,Education,4,Urban,13,Married,Part-Time,1,Own,Single-Family Home,Male,Car,1003193.0
59,High School,Finance,0,Urban,43,Single,Part-Time,2,Own,Single-Family Home,Female,Public Transit,73544.0
36,Bachelor'S,Education,0,Suburban,25,Single,Self-Employed,2,Own,Single-Family Home,Male,Public Transit,73018.0
35,Bachelor'S,Others,4,Urban,0,Single,Full-Time,2,Own,Apartment,Female,Walking,68930.0
54,Bachelor'S,Education,5,Suburban,5,Single,Full-Time,2,Rent,Apartment,Female,Car,46971.0
47,High School,Healthcare,3,Urban,30,Married,Full-Time,4,Own,Apartment,Male,Car,72876.0
36,Master'S,Healthcare,1,Urban,42,Single,Full-Time,2,Own,Single-Family Home,Male,Car,57682.0
40,High School,Technology,4,Urban,42,Divorced,Full-Time,1,Rent,Single-Family Home,Male,Public Transit,2853693.0
33,Bachelor'S,Technology,2,Rural,11,Married,Self-Employed,6,Rent,Apartment,Female,Biking,469979.0
18,Master'S,Technology,0,Urban,0,Divorced,Full-Time,5,Own,Single-Family Home,Male,Public Transit,67082.0
29,Bachelor'S,Finance,1,Urban,5,Married,Full-Time,5,Own,Apartment,Male,Public Transit,66514.0
41,Bachelor'S,Education,2,Urban,28,Divorced,Self-Employed,2,Own,Apartment,Female,Biking,66950.0
51,High School,Others,1,Urban,29,Single,Self-Employed,4,Own,Apartment,Male,Public Transit,74632.0
65,Bachelor'S,Others,3,Urban,12,Married,Self-Employed,1,Own,Townhouse,Female,Public Transit,74972.0
25,Doctorate,Healthcare,2,Urban,29,Single,Self-Employed,7,Own,Townhouse,Male,Public Transit,65984.0
35,Master'S,Others,5,Suburban,11,Married,Part-Time,1,Rent,Townhouse,Female,Walking,67122.0
65,Master'S,Technology,5,Urban,9,Married,Full-Time,2,Own,Apartment,Female,Walking,70752.0
22,High School,Technology,4,Urban,38,Married,Part-Time,4,Own,Townhouse,Female,Public Transit,74026.0
43,High School,Technology,1,Rural,9,Single,Full-Time,7,Rent,Townhouse,Female,Walking,1477721.0
47,High School,Finance,5,Urban,17,Married,Full-Time,5,Rent,Apartment,Female,Public Transit,66743.0
30,Bachelor'S,Others,5,Urban,5,Single,Self-Employed,6,Own,Single-Family Home,Male,Biking,2364266.0
36,High School,Technology,4,Suburban,7,Married,Full-Time,3,Own,Apartment,Female,Walking,205362.0
46,High School,Healthcare,4,Urban,19,Married,Part-Time,2,Own,Single-Family Home,Female,Walking,2890510.4000000004
20,Bachelor'S,Technology,5,Urban,40,Married,Part-Time,2,Own,Townhouse,Male,Walking,65174.0
43,Bachelor'S,Healthcare,1,Urban,15,Divorced,Full-Time,2,Own,Single-Family Home,Female,Biking,73562.0
57,Bachelor'S,Technology,1,Urban,1,Single,Full-Time,4,Own,Apartment,Male,Public Transit,836820.0
29,Master'S,Finance,0,Urban,10,Divorced,Self-Employed,7,Rent,Apartment,Male,Walking,65916.0
19,Bachelor'S,Education,0,Urban,23,Divorced,Self-Employed,7,Rent,Apartment,Male,Biking,480196.0
28,Master'S,Healthcare,2,Urban,18,Married,Full-Time,3,Own,Townhouse,Male,Biking,73538.0
61,Master'S,Technology,2,Urban,3,Married,Full-Time,4,Own,Townhouse,Male,Biking,75170.0
45,Bachelor'S,Education,2,Rural,2,Single,Part-Time,2,Own,Single-Family Home,Male,Public Transit,659475.0
35,High School,Healthcare,0,Urban,14,Divorced,Part-Time,3,Own,Apartment,Female,Public Transit,2771347.0
30,High School,Technology,4,Suburban,39,Married,Part-Time,1,Rent,Apartment,Male,Public Transit,39512.0
54,High School,Others,5,Urban,3,Divorced,Part-Time,1,Rent,Single-Family Home,Male,Car,75200.0
39,Bachelor'S,Finance,3,Urban,42,Single,Part-Time,6,Rent,Apartment,Male,Public Transit,833045.0
29,Master'S,Technology,3,Urban,16,Married,Self-Employed,3,Rent,Single-Family Home,Male,Public Transit,67430.0
19,Doctorate,Technology,5,Urban,8,Married,Part-Time,2,Own,Single-Family Home,Female,Car,65892.0
54,High School,Healthcare,1,Urban,24,Single,Full-Time,4,Own,Apartment,Male,Car,65216.0
24,Doctorate,Finance,0,Suburban,0,Divorced,Self-Employed,2,Rent,Apartment,Female,Public Transit,73120.0
43,Bachelor'S,Technology,1,Urban,39,Married,Full-Time,3,Own,Apartment,Female,Car,65092.0
43,Master'S,Others,3,Urban,1,Married,Self-Employed,6,Own,Apartment,Male,Public Transit,118606.0
41,High School,Others,1,Urban,44,Married,Self-Employed,7,Own,Apartment,Male,Public Transit,71380.0
29,High School,Education,0,Urban,32,Divorced,Full-Time,2,Rent,Apartment,Male,Car,53281.0
33,Bachelor'S,Others,0,Urban,21,Married,Part-Time,7,Own,Apartment,Male,Car,2890510.4000000004
40,Master'S,Others,0,Suburban,41,Single,Part-Time,2,Rent,Townhouse,Male,Car,2890510.4000000004
57,High School,Technology,3,Urban,11,Married,Self-Employed,1,Own,Townhouse,Female,Car,66188.0
26,High School,Education,0,Urban,26,Single,Full-Time,5,Own,Single-Family Home,Female,Car,66032.0
49,Master'S,Finance,2,Urban,10,Married,Full-Time,4,Own,Single-Family Home,Female,Walking,68874.0
32,Master'S,Healthcare,2,Rural,41,Single,Full-Time,6,Own,Single-Family Home,Female,Car,64994.0
54,High School,Technology,5,Urban,13,Married,Full-Time,2,Own,Apartment,Female,Biking,2890510.4000000004
30,Master'S,Healthcare,0,Urban,13,Married,Part-Time,1,Rent,Single-Family Home,Male,Car,248416.0
22,Bachelor'S,Technology,2,Urban,39,Married,Full-Time,5,Own,Apartment,Male,Public Transit,67086.0
28,Bachelor'S,Others,0,Urban,42,Married,Part-Time,1,Own,Single-Family Home,Female,Public Transit,71182.0
27,Bachelor'S,Healthcare,3,Suburban,21,Married,Full-Time,2,Own,Single-Family Home,Female,Walking,74826.0
65,Bachelor'S,Finance,2,Urban,8,Single,Self-Employed,4,Own,Apartment,Male,Public Transit,67836.0
30,Bachelor'S,Healthcare,3,Suburban,14,Married,Full-Time,5,Rent,Single-Family Home,Male,Public Transit,180083.0
58,Bachelor'S,Finance,2,Urban,32,Single,Full-Time,2,Own,Single-Family Home,Female,Walking,68904.0
65,Bachelor'S,Technology,4,Urban,18,Married,Full-Time,3,Own,Apartment,Female,Car,68640.0
63,Master'S,Healthcare,4,Urban,30,Single,Part-Time,6,Rent,Apartment,Female,Car,36121.95
65,Master'S,Technology,5,Suburban,17,Married,Self-Employed,6,Own,Apartment,Female,Public Transit,67330.0
32,Bachelor'S,Others,5,Urban,11,Single,Part-Time,2,Own,Apartment,Female,Public Transit,45652.0
59,High School,Education,5,Urban,39,Married,Full-Time,1,Rent,Apartment,Female,Walking,74662.0
24,Bachelor'S,Finance,3,Suburban,36,Single,Part-Time,2,Own,Apartment,Male,Public Transit,74922.0
57,Master'S,Technology,2,Urban,44,Single,Full-Time,3,Own,Single-Family Home,Female,Car,184279.0
45,Bachelor'S,Healthcare,4,Urban,45,Married,Full-Time,6,Rent,Townhouse,Male,Public Transit,66094.0
49,Bachelor'S,Others,0,Rural,0,Single,Full-Time,3,Rent,Single-Family Home,Male,Car,67202.0
52,High School,Technology,1,Urban,33,Single,Full-Time,2,Own,Townhouse,Male,Car,138156.0
32,Bachelor'S,Education,4,Rural,6,Married,Full-Time,7,Own,Townhouse,Female,Car,49297.0
65,Bachelor'S,Healthcare,4,Urban,1,Married,Part-Time,3,Own,Single-Family Home,Male,Car,71084.0
53,Master'S,Technology,0,Urban,21,Single,Self-Employed,1,Own,Apartment,Female,Public Transit,36121.95
38,Bachelor'S,Finance,4,Urban,3,Single,Full-Time,3,Own,Townhouse,Male,Car,69614.0
23,High School,Technology,4,Urban,44,Married,Full-Time,6,Own,Single-Family Home,Male,Public Transit,70734.0
18,Bachelor'S,Finance,4,Urban,45,Married,Full-Time,3,Rent,Apartment,Male,Walking,2890510.4000000004
21,Master'S,Finance,5,Urban,19,Single,Full-Time,7,Own,Apartment,Male,Public Transit,66516.0
28,Bachelor'S,Education,5,Rural,2,Single,Self-Employed,7,Own,Apartment,Male,Public Transit,409241.0
61,Bachelor'S,Technology,2,Suburban,8,Single,Self-Employed,4,Own,Apartment,Male,Car,70774.0
43,Bachelor'S,Others,5,Urban,17,Divorced,Full-Time,1,Own,Apartment,Male,Car,1078818.0
54,Master'S,Others,4,Urban,15,Married,Full-Time,6,Own,Single-Family Home,Male,Public Transit,73916.0
40,High School,Education,1,Urban,45,Single,Part-Time,3,Rent,Single-Family Home,Female,Car,161969.0
46,Bachelor'S,Technology,5,Urban,8,Married,Full-Time,6,Own,Townhouse,Female,Car,72234.0
38,Master'S,Healthcare,2,Suburban,18,Married,Part-Time,2,Own,Apartment,Male,Public Transit,2772391.0
65,Doctorate,Healthcare,2,Urban,5,Single,Self-Employed,3,Own,Townhouse,Female,Biking,68270.0
62,Bachelor'S,Finance,3,Urban,43,Married,Self-Employed,5,Own,Single-Family Home,Female,Walking,2890510.4000000004
62,Doctorate,Education,4,Urban,14,Married,Part-Time,5,Own,Townhouse,Male,Car,72862.0
65,Bachelor'S,Healthcare,1,Urban,5,Single,Full-Time,6,Own,Townhouse,Male,Biking,72582.0
44,Bachelor'S,Finance,1,Urban,4,Divorced,Full-Time,1,Own,Single-Family Home,Female,Car,73096.0
56,Bachelor'S,Others,3,Urban,28,Married,Self-Employed,5,Own,Single-Family Home,Female,Car,69216.0
57,High School,Others,1,Urban,45,Married,Full-Time,7,Rent,Townhouse,Male,Biking,74206.0
30,Bachelor'S,Technology,2,Urban,26,Divorced,Full-Time,5,Own,Single-Family Home,Male,Car,68412.0
40,Bachelor'S,Technology,0,Urban,45,Single,Full-Time,3,Own,Apartment,Male,Public Transit,66192.0
33,Master'S,Healthcare,2,Suburban,45,Married,Full-Time,1,Rent,Single-Family Home,Female,Public Transit,71568.0
47,Master'S,Finance,5,Urban,44,Married,Full-Time,4,Rent,Single-Family Home,Female,Car,72056.0
21,Bachelor'S,Others,0,Urban,40,Married,Full-Time,3,Rent,Single-Family Home,Male,Biking,2890510.4000000004
57,Bachelor'S,Others,1,Urban,25,Single,Self-Employed,4,Own,Single-Family Home,Male,Walking,72796.0
33,High School,Finance,4,Urban,27,Married,Full-Time,2,Own,Single-Family Home,Female,Car,71812.0
48,Bachelor'S,Healthcare,0,Suburban,31,Single,Part-Time,6,Rent,Apartment,Male,Car,110029.0
65,Bachelor'S,Education,2,Suburban,24,Married,Self-Employed,7,Rent,Apartment,Female,Public Transit,201688.0
59,High School,Education,2,Rural,6,Married,Self-Employed,5,Own,Single-Family Home,Male,Public Transit,37890.0
42,Bachelor'S,Others,5,Rural,29,Married,Part-Time,3,Own,Apartment,Female,Public Transit,69890.0
61,Bachelor'S,Healthcare,2,Suburban,30,Married,Full-Time,1,Own,Apartment,Female,Public Transit,71166.0
29,Master'S,Technology,5,Urban,11,Single,Full-Time,5,Own,Single-Family Home,Female,Walking,74060.0
43,Master'S,Healthcare,2,Urban,8,Single,Part-Time,2,Own,Single-Family Home,Male,Public Transit,65032.0
54,Bachelor'S,Technology,3,Urban,33,Married,Self-Employed,6,Own,Apartment,Male,Biking,65720.0
65,Bachelor'S,Finance,1,Rural,2,Single,Full-Time,5,Own,Townhouse,Male,Public Transit,74004.0
50,Bachelor'S,Technology,4,Urban,36,Single,Part-Time,7,Own,Apartment,Male,Biking,72964.0
45,High School,Finance,5,Urban,45,Divorced,Full-Time,7,Rent,Apartment,Male,Biking,1825792.0
26,High School,Technology,3,Rural,27,Married,Full-Time,5,Rent,Apartment,Female,Car,90193.0
29,High School,Healthcare,1,Urban,45,Married,Part-Time,4,Own,Single-Family Home,Male,Public Transit,72422.0
22,High School,Education,5,Urban,21,Single,Full-Time,7,Own,Apartment,Male,Car,855645.0
65,High School,Others,0,Suburban,25,Single,Part-Time,2,Own,Apartment,Female,Biking,376159.0
45,High School,Healthcare,3,Suburban,18,Married,Full-Time,1,Rent,Single-Family Home,Male,Car,73301.0
52,High School,Healthcare,5,Suburban,20,Married,Full-Time,7,Own,Townhouse,Male,Public Transit,67288.0
22,Bachelor'S,Education,3,Suburban,36,Divorced,Part-Time,5,Own,Single-Family Home,Female,Biking,2890510.4000000004
51,Doctorate,Education,3,Urban,9,Married,Full-Time,5,Own,Apartment,Male,Car,66350.0
63,Master'S,Technology,3,Urban,15,Single,Part-Time,6,Own,Apartment,Male,Walking,74222.0
51,High School,Technology,0,Urban,23,Single,Part-Time,7,Own,Apartment,Male,Public Transit,70374.0
30,Bachelor'S,Others,2,Suburban,24,Single,Self-Employed,1,Rent,Townhouse,Female,Car,73120.0
56,Master'S,Finance,3,Urban,25,Single,Full-Time,1,Own,Apartment,Female,Car,67570.0
59,High School,Healthcare,1,Urban,0,Married,Part-Time,7,Rent,Single-Family Home,Female,Public Transit,66208.0
62,Master'S,Finance,2,Urban,3,Single,Full-Time,3,Own,Single-Family Home,Male,Car,70136.0
65,Bachelor'S,Finance,0,Urban,36,Single,Full-Time,3,Own,Townhouse,Female,Public Transit,64972.0
31,Master'S,Others,4,Urban,42,Divorced,Full-Time,7,Rent,Apartment,Male,Public Transit,94418.0
28,Master'S,Education,0,Suburban,13,Married,Full-Time,5,Rent,Apartment,Female,Car,57231.0
59,Bachelor'S,Education,4,Urban,23,Single,Full-Time,3,Own,Single-Family Home,Female,Public Transit,65516.0
55,Bachelor'S,Finance,1,Urban,26,Single,Full-Time,5,Own,Apartment,Male,Public Transit,70876.0
21,High School,Finance,4,Urban,42,Married,Self-Employed,1,Rent,Single-Family Home,Male,Public Transit,71274.0
65,High School,Technology,5,Urban,26,Married,Self-Employed,3,Own,Apartment,Female,Biking,68866.0
50,Bachelor'S,Healthcare,3,Urban,23,Married,Full-Time,6,Own,Apartment,Female,Car,67522.0
24,High School,Technology,2,Urban,39,Married,Part-Time,2,Own,Single-Family Home,Male,Public Transit,71040.0
58,High School,Healthcare,5,Rural,0,Married,Full-Time,2,Own,Apartment,Male,Biking,70902.0
25,Bachelor'S,Healthcare,2,Suburban,38,Divorced,Self-Employed,1,Rent,Single-Family Home,Male,Biking,74392.0
54,Master'S,Education,3,Suburban,12,Single,Part-Time,5,Own,Single-Family Home,Female,Public Transit,832287.0
65,High School,Education,2,Urban,19,Married,Full-Time,2,Own,Apartment,Male,Biking,2890510.4000000004
27,High School,Technology,0,Suburban,37,Married,Part-Time,3,Own,Single-Family Home,Male,Public Transit,74970.0
60,Bachelor'S,Education,3,Suburban,35,Single,Part-Time,4,Own,Single-Family Home,Male,Walking,2890510.4000000004
32,Bachelor'S,Healthcare,3,Rural,11,Single,Part-Time,5,Rent,Apartment,Male,Car,2401904.0
55,High School,Healthcare,2,Urban,4,Married,Full-Time,3,Rent,Apartment,Male,Car,243122.0
32,Doctorate,Healthcare,5,Urban,4,Single,Part-Time,5,Own,Townhouse,Male,Biking,74944.0
22,Bachelor'S,Education,4,Urban,16,Single,Full-Time,6,Own,Apartment,Male,Public Transit,2141921.0
46,Bachelor'S,Healthcare,1,Rural,37,Divorced,Full-Time,6,Own,Apartment,Female,Biking,2890510.4000000004
36,High School,Healthcare,4,Urban,9,Married,Part-Time,3,Rent,Apartment,Male,Walking,141678.0
65,Bachelor'S,Technology,0,Urban,15,Married,Part-Time,7,Own,Townhouse,Female,Car,74726.0
27,Master'S,Healthcare,3,Urban,23,Single,Full-Time,1,Own,Single-Family Home,Male,Car,72370.0
29,High School,Healthcare,3,Suburban,28,Married,Full-Time,1,Rent,Single-Family Home,Female,Car,346426.0
21,Bachelor'S,Finance,0,Rural,13,Married,Full-Time,1,Rent,Apartment,Female,Car,1087297.0
48,High School,Technology,1,Suburban,9,Single,Full-Time,1,Own,Single-Family Home,Male,Walking,73030.0
35,Doctorate,Others,3,Suburban,28,Single,Full-Time,3,Own,Single-Family Home,Female,Biking,67150.0
33,High School,Technology,4,Urban,27,Single,Part-Time,2,Own,Apartment,Female,Public Transit,2890510.4000000004
57,Master'S,Others,0,Urban,16,Single,Full-Time,3,Own,Single-Family Home,Male,Walking,68352.0
53,Bachelor'S,Healthcare,3,Suburban,4,Married,Full-Time,3,Own,Single-Family Home,Female,Walking,484044.0
42,Bachelor'S,Technology,4,Suburban,1,Single,Self-Employed,4,Own,Apartment,Female,Walking,93280.0
40,Bachelor'S,Technology,0,Urban,35,Single,Part-Time,4,Rent,Single-Family Home,Female,Public Transit,2890510.4000000004
29,High School,Others,0,Urban,45,Married,Part-Time,6,Own,Single-Family Home,Male,Public Transit,71116.0
51,Bachelor'S,Education,0,Urban,39,Married,Full-Time,7,Own,Single-Family Home,Female,Car,70850.0
53,Bachelor'S,Others,1,Urban,45,Single,Part-Time,3,Rent,Townhouse,Female,Biking,2688884.0
54,High School,Technology,0,Urban,44,Married,Full-Time,1,Own,Single-Family Home,Female,Car,36121.95
20,Master'S,Finance,5,Urban,38,Single,Full-Time,7,Own,Single-Family Home,Male,Car,154319.0
