index,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,revol_util,application_type,pub_rec_bankruptcies
16244,10000,36,10.99,327.36,B,ellen elder care,6 Years,Rent,24000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,16.15,0.0,49.7,Individual,0.0
16245,10000,36,13.85,341.04,C,Chefjohns Fish & Chips,2 Years,Rent,83976.0,Not Verified,Charged Off,s,Major_Purchase,Ca,1.8,0.0,15.9,Individual,0.0
16246,18000,36,10.99,589.24,B,Lucile Packard Children's Hospital at Stanford,4 Years,Rent,81972.0,Not Verified,Fully Paid,s,Other,Ca,22.82,1.0,72.2,Individual,0.0
16247,7500,36,14.96,259.85,D,Law Offices of Sandy Lipkin,3 Years,Rent,90000.0,Not Verified,Fully Paid,s,Car,Ca,17.6,0.0,31.2,Individual,0.0
16248,1200,36,14.59,39.1449,D,Dallas Drain Co,2 Years,Mortgage,31200.0,Not Verified,Fully Paid,s,Other,Tx,6.15,0.0,52.4,Individual,0.0
16249,6000,36,17.19,214.48,E,SpawGlass Construction Corp,< 1 Year,Rent,51000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,4.8,0.0,97.7,Individual,0.0
16250,23800,36,10.25,770.76,B,Deutsche Bank,7 Years,Mortgage,110000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,5.41,0.0,11.0,Individual,0.0
16251,24000,36,20.16,893.85,G,yonkers fire department,9 Years,Rent,120000.0,Not Verified,Fully Paid,s,Home_Improvement,Ny,2.35,2.0,4.3,Individual,0.0
16252,18500,36,15.33,644.33,D,Maxim Integrated Products,2 Years,Own,60000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,11.2,0.0,98.5,Individual,0.0
16253,22000,36,10.99,720.18,B,Giant Interactive,2 Years,Rent,167000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,7.26,0.0,57.2,Individual,0.0
16254,11000,36,13.11,371.2,C,UPS,10+ Years,Mortgage,79000.0,Not Verified,Fully Paid,s,Other,Ny,4.5,0.0,24.2,Individual,0.0
16255,12000,36,13.11,404.94,C,Garland Independent School District,10+ Years,Mortgage,60000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,8.88,0.0,57.4,Individual,1.0
16256,10000,36,15.7,350.11,D,Sheward  and  Son  and  Sons,5 Years,Rent,39312.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,21.73,0.0,77.1,Individual,0.0
16257,4000,36,13.11,134.98,C,St. Joseph Hospital,2 Years,Rent,20000.0,Not Verified,Charged Off,s,Debt_Consolidation,Ca,20.88,1.0,38.1,Individual,0.0
16258,17400,36,16.07,612.38,D,Walsworth Publishing Company,8 Years,Mortgage,100000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,9.9,0.0,72.2,Individual,0.0
16259,25000,36,14.59,861.63,D,bernards,10+ Years,Rent,48000.0,Not Verified,Charged Off,s,Major_Purchase,Fl,3.95,0.0,0.0,Individual,0.0
16260,24250,36,15.33,844.59,D,SVB Financial Group,10+ Years,Mortgage,98000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,19.0,1.0,55.9,Individual,0.0
16261,10000,36,15.7,350.11,D,Bellevue Elementary School,2 Years,Rent,30400.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,21.0,0.0,85.6,Individual,0.0
16262,13000,36,10.62,423.28,B,Retired,< 1 Year,Mortgage,55728.0,Not Verified,Fully Paid,s,Credit_Card,Ny,1.38,0.0,23.7,Individual,0.0
16263,13000,36,10.62,423.28,B,Foley Inc.,2 Years,Mortgage,45000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,23.55,0.0,57.6,Individual,0.0
16264,10000,36,14.96,346.47,D,Brett Twitty Insurance Agency,2 Years,Rent,35000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,18.65,0.0,76.9,Individual,0.0
16265,9800,36,13.11,330.7,C,,10+ Years,Rent,33000.0,Not Verified,Charged Off,s,Debt_Consolidation,Ny,8.25,1.0,18.4,Individual,0.0
16266,24250,36,15.7,849.02,D,Health and Human Services Commission,6 Years,Rent,103000.0,Verified,Fully Paid,s,Credit_Card,Tx,16.9,0.0,91.1,Individual,0.0
16267,8000,36,7.88,250.25,A,Fort Ann Central School,4 Years,Own,40000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,24.33,0.0,14.1,Individual,0.0
16268,7000,36,14.96,242.53,D,Wachovia Bank,3 Years,Rent,39600.0,Not Verified,Fully Paid,s,Major_Purchase,Ca,9.18,1.0,0.0,Individual,0.0
16269,5400,36,7.88,168.92,A,Judicate West,10+ Years,Rent,54000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,21.27,0.0,59.9,Individual,0.0
16270,5600,36,11.36,184.31,B,Rapid Systems,< 1 Year,Rent,45000.0,Not Verified,Fully Paid,s,Credit_Card,Fl,20.11,0.0,87.9,Individual,0.0
16271,16000,36,16.07,563.11,D,nieman marcus group,4 Years,Rent,66000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,22.98,0.0,95.3,Individual,0.0
16272,10750,36,14.22,368.56,C,usps,2 Years,Own,25000.0,Not Verified,Fully Paid,s,Major_Purchase,Ny,11.38,0.0,50.9,Individual,0.0
16273,9000,36,13.85,306.94,C,KB Home ,< 1 Year,Rent,43000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,24.0,0.0,90.8,Individual,0.0
16274,8000,36,10.62,260.48,B,McKibbon Hotel Management,4 Years,Rent,58033.0,Not Verified,Fully Paid,s,Major_Purchase,Fl,7.42,0.0,5.9,Individual,0.0
16275,25000,36,16.07,879.85,D,SAVVIS,10+ Years,Own,130000.0,Verified,Fully Paid,s,Credit_Card,Ca,19.62,0.0,91.3,Individual,0.0
16276,4000,36,9.88,128.85,B,Holiday Inn,4 Years,Rent,14400.0,Not Verified,Fully Paid,s,Major_Purchase,Ny,17.54,0.0,68.4,Individual,0.0
16277,20000,36,14.22,685.69,C,Jackson Lewis,10+ Years,Mortgage,216000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,12.04,0.0,63.1,Individual,0.0
16278,20500,36,20.9,771.28,G,alliant credit union,5 Years,Own,69000.0,Not Verified,Charged Off,s,Debt_Consolidation,Il,24.52,1.0,98.5,Individual,0.0
16279,8000,36,12.73,268.53,C,Imperial Woodworks,5 Years,Mortgage,248003.72,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,2.01,0.0,56.2,Individual,0.0
16280,2000,36,11.36,65.83,B,American Express,8 Years,Rent,57000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,15.26,0.0,84.8,Individual,0.0
16281,5500,36,10.99,180.05,B,ATI Physical Therapy,2 Years,Rent,48880.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,19.79,0.0,23.9,Individual,0.0
16282,4000,36,10.25,129.54,B,Vantage Apparel,< 1 Year,Mortgage,72500.0,Not Verified,Fully Paid,s,Home_Improvement,Nj,22.23,0.0,44.6,Individual,0.0
16283,10000,36,10.25,323.85,B,Bru Mar Farm,9 Years,Rent,26400.0,Not Verified,Fully Paid,s,Other,Ny,15.45,0.0,81.0,Individual,0.0
16284,12000,36,12.73,402.8,C,Con Edison,5 Years,Mortgage,90000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,22.75,0.0,45.9,Individual,0.0
16285,4200,36,7.51,130.66,A,Pentegra Retirement Services,2 Years,Rent,40000.0,Not Verified,Fully Paid,s,Major_Purchase,Ny,15.57,0.0,62.1,Individual,0.0
16286,25000,36,10.62,814.0,B,V&F Transformer Corporation,1 Year,Rent,78000.0,Not Verified,Fully Paid,s,Credit_Card,Il,12.32,0.0,44.7,Individual,0.0
16287,19000,36,10.99,621.97,B,U.S. Marshals Service,2 Years,Rent,50000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,24.53,0.0,65.4,Individual,0.0
16288,15000,36,13.11,506.18,C,H&H Agency,< 1 Year,Rent,85000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,8.24,0.0,82.7,Individual,0.0
16289,15000,36,10.25,485.78,B,Tri City Medical Center,3 Years,Rent,37000.0,Not Verified,Fully Paid,s,Other,Ca,3.66,0.0,21.1,Individual,0.0
16290,2500,36,7.14,77.35,A,National Book Foundation,10+ Years,Rent,69000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,0.3506999999999999,0.0,23.2,Individual,0.0
16291,15200,36,13.85,518.38,C,Resales Buy Owner,7 Years,Mortgage,125000.0,Not Verified,Charged Off,s,Major_Purchase,Fl,0.3506999999999999,0.0,0.0,Individual,0.0
16292,25000,36,11.36,822.78,B,"Rowenn Holdings, Inc. (dba gSEMI)",5 Years,Rent,125000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,12.74,0.0,65.8,Individual,0.0
16293,12000,36,7.88,375.37,A,LPL Financial,2 Years,Rent,40000.0,Not Verified,Fully Paid,s,Educational,Ca,14.79,0.0,7.1,Individual,0.0
16294,1200,36,7.88,39.1449,A,covanta energy,3 Years,Rent,72000.0,Not Verified,Fully Paid,s,Moving,Ny,17.15,0.0,66.6,Individual,0.0
16295,24000,36,10.99,785.65,B,Walgreens,6 Years,Mortgage,92000.0,Not Verified,Fully Paid,s,Major_Purchase,Il,15.69,0.0,38.9,Individual,0.0
16296,15000,36,7.88,469.21,A,advanced fabrication,5 Years,Mortgage,150000.0,Not Verified,Fully Paid,s,Home_Improvement,Ca,4.05,0.0,15.1,Individual,0.0
16297,10000,36,13.85,341.04,C,,10+ Years,Rent,48720.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,16.5,1.0,29.9,Individual,0.0
16298,6000,36,12.73,201.4,C,Comprehensive Radiology Review,8 Years,Rent,42000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,19.63,0.0,56.0,Individual,0.0
16299,10000,36,10.99,327.36,B,Creative Electronics,10+ Years,Own,54000.0,Not Verified,Fully Paid,s,Credit_Card,Il,24.67,0.0,17.9,Individual,0.0
16300,20000,36,13.85,682.08,C,Mitchell International,3 Years,Rent,102000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,23.45,0.0,93.9,Individual,0.0
16301,9600,36,9.88,309.22,B,Lifetouch,10+ Years,Rent,32000.0,Not Verified,Fully Paid,s,Other,Il,17.06,0.0,62.7,Individual,0.0
16302,9600,36,7.51,298.65,A,NYC TRANSIT,< 1 Year,Mortgage,58000.0,Not Verified,Fully Paid,s,Car,Ny,9.89,0.0,13.2,Individual,0.0
16303,9600,36,13.85,327.4,C,"Citadel Environmental Services, Inc.",2 Years,Rent,90000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,4.95,0.0,70.0,Individual,0.0
16304,4200,36,11.36,138.23,B,Dell Services,7 Years,Mortgage,72000.0,Not Verified,Fully Paid,s,Home_Improvement,Tx,10.57,0.0,30.5,Individual,0.0
16305,10000,36,10.25,323.85,B,zachry industral inc,2 Years,Mortgage,86500.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,12.12,0.0,32.0,Individual,0.0
16306,3000,36,10.25,97.16,B,Chicago Bancorp,< 1 Year,Rent,28000.0,Not Verified,Fully Paid,s,Credit_Card,Il,23.61,0.0,9.0,Individual,0.0
16307,15000,36,7.88,469.21,A,Fiserv,4 Years,Mortgage,84000.0,Not Verified,Fully Paid,s,Other,Il,3.41,0.0,61.1,Individual,0.0
16308,9600,36,10.25,310.9,B,Baylor University Medical Center,2 Years,Rent,45000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,14.88,0.0,57.7,Individual,0.0
16309,25000,36,12.73,839.16,C,New York State Unified Court System,10+ Years,Mortgage,121000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,21.63,0.0,64.9,Individual,0.0
16310,12250,36,11.36,403.17,B,Uncommon Ground,1 Year,Mortgage,30000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,21.68,1.0,54.0,Individual,0.0
16311,5000,36,14.96,173.24,D,NISCAYAH,4 Years,Mortgage,80000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,13.24,0.0,87.2,Individual,0.0
16312,12000,36,14.22,411.41,C,scientel wireless,2 Years,Rent,60000.0,Not Verified,Fully Paid,s,Other,Tx,16.06,0.0,75.1,Individual,0.0
16313,17500,36,13.85,596.82,C,Masa Management Group dba: Bella Bronze ,3 Years,Mortgage,75000.0,Not Verified,Charged Off,s,Small_Business,Il,22.18,0.0,88.0,Individual,0.0
16314,11000,36,14.22,377.13,C,Merrill Lynch,1 Year,Rent,60000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,18.6,0.0,94.5,Individual,0.0
16315,10000,36,9.88,322.11,B,Gap Inc.,6 Years,Rent,23624.0,Not Verified,Fully Paid,s,Credit_Card,Ca,19.61,0.0,66.2,Individual,0.0
16316,8500,36,16.45,300.71,E,bloomingdales,< 1 Year,Own,26000.0,Not Verified,Charged Off,s,Debt_Consolidation,Ny,15.83,0.0,97.6,Individual,0.0
16317,10000,36,7.51,311.1,A,Apria healthcare,9 Years,Rent,45000.0,Not Verified,Fully Paid,s,Educational,Fl,1.92,0.0,2.4,Individual,0.0
16318,16500,36,16.45,583.73,E,NYC Department of Corrections,9 Years,Own,96000.0,Not Verified,Charged Off,s,Debt_Consolidation,Ny,15.1,0.0,92.6,Individual,0.0
16319,25000,36,11.36,822.78,B,The Kramer Group,< 1 Year,Rent,90000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,11.11,1.0,33.8,Individual,0.0
16320,5000,36,10.99,163.68,B,Timothy Gallagher,2 Years,Rent,42288.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,9.53,0.0,42.5,Individual,0.0
16321,10000,36,7.88,312.81,A,Manor Downs,8 Years,Own,33600.0,Not Verified,Fully Paid,s,Home_Improvement,Tx,21.23,0.0,16.7,Individual,0.0
16322,12000,36,12.73,402.8,C,County of Santa Clara,8 Years,Rent,50361.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,18.35,1.0,46.4,Individual,0.0
16323,6000,36,7.51,186.66,A,Omnicom Group,1 Year,Rent,45000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,6.64,0.0,19.5,Individual,0.0
16324,15000,36,10.25,485.78,B,Credit Agricole Structured Asset Mgmt,1 Year,Own,72000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,23.85,0.0,49.4,Individual,0.0
16325,15000,36,11.36,493.67,B,Michael Page International,2 Years,Rent,50000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,4.1,0.0,21.2,Individual,0.0
16326,25000,36,19.04,916.95,F,Ryzen Solutions,3 Years,Rent,95000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,16.03,0.0,98.5,Individual,0.0
16327,7000,36,11.36,230.38,B,InfoTech Solutions,< 1 Year,Rent,56000.0,Not Verified,Fully Paid,s,Wedding,Nj,8.61,0.0,43.9,Individual,0.0
16328,25000,36,10.99,818.38,B,Allergan,4 Years,Mortgage,160000.0,Verified,Fully Paid,s,Credit_Card,Ca,10.24,0.0,41.8,Individual,0.0
16329,15000,36,9.88,483.16,B,CERTIFIED MARINE,10+ Years,Own,45000.0,Not Verified,Fully Paid,s,Other,Nj,12.91,1.0,0.5,Individual,0.0
16330,15000,36,11.36,493.67,B,Bankers Life & Casualty,3 Years,Own,152229.0,Not Verified,Fully Paid,s,Credit_Card,Fl,9.0,0.0,85.4,Individual,0.0
16331,25000,36,14.59,861.63,D,One-Eighty Optics,< 1 Year,Rent,75000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,14.64,0.0,64.0,Individual,0.0
16332,8000,36,10.62,260.48,B,Reflectx Staffing Services,10+ Years,Rent,85000.0,Not Verified,Fully Paid,s,Major_Purchase,Nj,17.92,0.0,39.2,Individual,0.0
16333,8000,36,13.48,271.4,C,University of California,6 Years,Rent,82000.0,Not Verified,Charged Off,s,Credit_Card,Ca,13.07,0.0,94.5,Individual,0.0
16334,13900,36,10.62,452.58,B,Unilever,3 Years,Rent,76400.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,15.41,0.0,55.8,Individual,0.0
16335,8000,36,7.14,247.52,A,The Corcoran Group,9 Years,Mortgage,99800.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,10.16,0.0,26.2,Individual,0.0
16336,20000,36,10.25,647.7,B,PlusOne Holdings,4 Years,Rent,45000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,4.11,0.0,40.0,Individual,0.0
16337,9700,36,13.85,330.81,C,eLoyalty,9 Years,Mortgage,180000.0,Not Verified,Fully Paid,s,Credit_Card,Tx,21.03,0.0,75.8,Individual,0.0
16338,20000,36,13.11,674.9,C,Sol MeliÃƒÂƒÃ‚Â¡ Vacation Club,1 Year,Mortgage,65000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,14.29,0.0,53.1,Individual,0.0
16339,20000,36,11.36,658.23,B,Hackettstown Regional Medical Center,10+ Years,Mortgage,75000.0,Not Verified,Fully Paid,s,Credit_Card,Nj,19.65,1.0,41.8,Individual,0.0
16340,10000,36,10.25,323.85,B,Moog,10+ Years,Mortgage,67000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,15.17,0.0,49.6,Individual,0.0
16341,8000,36,12.73,268.53,C,MANSFIELD INDUSTRIAL,1 Year,Rent,28800.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,15.5,0.0,58.5,Individual,0.0
16342,13000,36,14.59,448.05,D,Green dot,1 Year,Rent,52000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,13.64,0.0,80.3,Individual,0.0
16343,25000,36,10.99,818.38,B,PrimeLending,6 Years,Mortgage,67000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,19.9,0.0,21.7,Individual,0.0
16344,8200,36,7.88,256.5,A,Brawley Union HS District,10+ Years,Mortgage,72000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,12.23,0.0,46.0,Individual,0.0
16345,1200,36,10.25,39.1449,B,,10+ Years,Rent,14400.0,Not Verified,Charged Off,s,Educational,Ca,21.37,1.0,48.9,Individual,0.0
16346,7300,36,7.88,228.35,A,Silicon Valley Bank,1 Year,Rent,45999.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,10.74,0.0,52.8,Individual,0.0
16347,10200,36,12.73,342.38,C,Olympus Surgical,< 1 Year,Rent,55000.0,Verified,Fully Paid,s,Other,Ny,9.6,0.0,39.6,Individual,0.0
16348,2000,36,11.36,65.83,B,AllianceBernstein,7 Years,Rent,70028.0,Not Verified,Fully Paid,s,Other,Ny,0.3506999999999999,0.0,14.5,Individual,0.0
16349,8000,36,15.33,278.63,D,Harris Corporation,6 Years,Mortgage,77000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,16.04,0.0,95.4,Individual,1.0
16350,1200,36,7.14,39.1449,A,State of New Jersey,< 1 Year,Rent,51000.0,Not Verified,Fully Paid,s,Major_Purchase,Nj,16.99,0.0,7.8,Individual,0.0
16351,6000,36,7.14,185.64,A,New York City Dept of Transportation,2 Years,Rent,54981.0,Not Verified,Fully Paid,s,Credit_Card,Ny,17.26,0.0,34.4,Individual,0.0
16352,17400,36,13.48,590.28,C,"SCR, Inc.",5 Years,Mortgage,78400.0,Not Verified,Fully Paid,s,Home_Improvement,Tx,3.6,0.0,44.2,Individual,0.0
16353,12000,36,10.62,390.72,B,Gravell  and  Company,2 Years,Rent,90000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,24.16,0.0,62.5,Individual,0.0
16354,20000,36,14.59,689.3,D,NYCT,10+ Years,Rent,66690.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,23.52,0.0,68.7,Individual,0.0
16355,22000,36,10.25,712.47,B,G. Porter Co,5 Years,Mortgage,75693.0,Not Verified,Fully Paid,s,Other,Il,15.46,0.0,18.6,Individual,0.0
16356,3700,36,7.74,115.51,A,"Department of Justice, BOP",10+ Years,Rent,62217.0,Verified,Fully Paid,s,Other,Tx,22.99,0.0,42.1,Individual,0.0
16357,24500,36,13.85,835.55,C,New York City Transit,10+ Years,Rent,84200.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,21.72,0.0,74.4,Individual,0.0
16358,10000,36,13.85,341.04,C,British Motors,4 Years,Rent,72000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,12.83,0.0,70.8,Individual,0.0
16359,15000,36,10.25,485.78,B,McLarens Yong International,10+ Years,Mortgage,120000.0,Not Verified,Fully Paid,s,Other,Il,14.2,0.0,49.0,Individual,0.0
16360,3800,36,14.59,130.97,D,,< 1 Year,Own,20400.0,Not Verified,Charged Off,s,Debt_Consolidation,Ca,19.29,1.0,91.0,Individual,0.0
16361,10000,36,7.51,311.1,A,HEB,7 Years,Mortgage,24000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,10.8,0.0,1.7,Individual,0.0
16362,8000,36,11.36,263.29,B,CHEP,3 Years,Mortgage,63344.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,15.04,0.0,56.2,Individual,0.0
16363,7000,36,10.62,227.92,B,Board Of Education,5 Years,Rent,62000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,18.29,0.0,30.7,Individual,0.0
16364,5000,36,10.62,162.8,B,Plaza Gifts and Jewelry,8 Years,Rent,25000.0,Not Verified,Fully Paid,s,Credit_Card,Fl,7.06,0.0,19.4,Individual,0.0
16365,11200,36,11.14,367.4,B,,< 1 Year,Rent,150000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,7.13,0.0,43.9,Individual,0.0
16366,6000,36,10.99,196.42,B,Tonger Industries Corp.,3 Years,Rent,55000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,22.49,0.0,80.7,Individual,0.0
16367,11000,36,13.11,371.2,C,Best Buy Service Center 615,2 Years,Own,33000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,14.58,0.0,60.7,Individual,0.0
16368,25000,36,15.33,870.71,D,Placer Insurance Agency,9 Years,Mortgage,130000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,16.35,0.0,59.4,Individual,0.0
16369,10000,36,13.85,341.04,C,,10+ Years,Rent,140000.0,Not Verified,Charged Off,s,Credit_Card,Il,7.25,0.0,50.7,Individual,0.0
16370,2400,36,7.14,74.26,A,Accenture,3 Years,Rent,63000.0,Not Verified,Fully Paid,s,Major_Purchase,Nj,12.19,0.0,14.1,Individual,0.0
16371,10000,36,7.88,312.81,A,The Dana Hotel On Mission Bay,2 Years,Own,30000.0,Not Verified,Fully Paid,s,Home_Improvement,Ca,4.84,0.0,46.7,Individual,0.0
16372,5000,36,13.48,169.63,C,united parcel service,10+ Years,Mortgage,66000.0,Not Verified,Fully Paid,s,Other,Ca,2.71,0.0,37.7,Individual,0.0
16373,25000,36,14.96,866.16,D,Tyco Electronics,2 Years,Rent,62400.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,18.5,0.0,44.6,Individual,0.0
16374,14000,36,13.11,472.43,C,American International Group,1 Year,Rent,73000.0,Not Verified,Fully Paid,s,Credit_Card,Nj,21.34,0.0,71.3,Individual,0.0
16375,6000,36,7.88,187.69,A,Burlington Coat Factory,4 Years,Mortgage,48500.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,18.09,0.0,67.6,Individual,0.0
16376,3700,36,14.22,126.86,C,,10+ Years,Rent,17496.0,Not Verified,Fully Paid,s,Other,Tx,3.36,0.0,45.9,Individual,0.0
16377,24000,36,11.36,789.87,B,Lockheed Martin,10+ Years,Mortgage,126000.0,Not Verified,Fully Paid,s,Other,Ny,24.7,0.0,79.9,Individual,0.0
16378,5000,36,10.25,161.93,B,General Information Services,1 Year,Rent,33000.0,Not Verified,Fully Paid,s,Major_Purchase,Tx,1.42,0.0,30.6,Individual,0.0
16379,10000,36,7.88,312.81,A,Tiny Prints,2 Years,Mortgage,85000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,4.48,0.0,0.2,Individual,0.0
16380,25000,36,10.62,814.0,B,,10+ Years,Mortgage,150000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,3.45,0.0,0.0,Individual,0.0
16381,14400,36,10.62,468.86,B,ubc 124,5 Years,Own,36000.0,Not Verified,Charged Off,s,Debt_Consolidation,Nj,22.43,0.0,84.5,Individual,0.0
16382,7500,36,13.85,255.78,C,Wells Fargo,5 Years,Rent,57600.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,14.33,0.0,88.5,Individual,0.0
16383,25000,36,10.99,818.38,B,,2 Years,Own,180000.0,Not Verified,Fully Paid,s,Home_Improvement,Ny,0.3506999999999999,0.0,0.0,Individual,0.0
16384,7000,36,7.51,217.77,A,Marist High School,5 Years,Rent,38000.0,Not Verified,Fully Paid,s,Educational,Nj,17.43,0.0,9.1,Individual,0.0
16385,8500,36,7.88,265.89,A,Wells Fargo Bank,4 Years,Mortgage,55000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,7.85,0.0,47.8,Individual,0.0
16386,18000,36,16.45,636.8,E,Ad-Base Systems ,10+ Years,Mortgage,248003.72,Not Verified,Fully Paid,s,Credit_Card,Fl,6.77,0.0,20.8,Individual,0.0
16387,20000,36,12.73,671.33,C,Renesas Technology America,4 Years,Mortgage,135000.0,Not Verified,Fully Paid,s,Small_Business,Ca,7.91,0.0,96.9,Individual,0.0
16388,12000,36,16.45,424.53,E,doubledyno,2 Years,Mortgage,170000.0,Not Verified,Fully Paid,s,Other,Ca,10.05,0.0,90.3,Individual,0.0
16389,23500,36,10.99,769.28,B,Oracle,4 Years,Own,200000.0,Not Verified,Fully Paid,s,Major_Purchase,Ny,0.67,0.0,0.0,Individual,0.0
16390,5000,36,7.14,154.7,A,Williams-Sonoma Inc,2 Years,Mortgage,98000.0,Not Verified,Fully Paid,s,Major_Purchase,Ca,8.33,0.0,58.4,Individual,0.0
16391,12000,36,10.99,392.83,B,Nomura Securities,9 Years,Mortgage,95000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,4.47,0.0,42.5,Individual,0.0
16392,15000,36,9.88,483.16,B,Warner Chilcott,4 Years,Mortgage,85000.0,Not Verified,Fully Paid,s,House,Nj,0.3506999999999999,0.0,3.7,Individual,0.0
16393,3200,36,10.25,103.64,B,Avis Budget Group,10+ Years,Rent,85000.0,Not Verified,Fully Paid,s,Other,Ca,2.51,0.0,73.2,Individual,0.0
16394,5000,36,7.51,155.55,A,management support,< 1 Year,Rent,24000.0,Not Verified,Fully Paid,s,Other,Tx,3.6,0.0,10.2,Individual,0.0
16395,15000,36,14.96,519.7,D,Printworks Inc.,10+ Years,Rent,37000.0,Not Verified,Charged Off,s,Wedding,Nj,14.14,0.0,55.7,Individual,0.0
16396,20000,36,13.85,682.08,C,GF55 Architects,2 Years,Rent,70000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,8.16,0.0,28.9,Individual,0.0
16397,7500,36,11.36,246.84,B,willow run foods,10+ Years,Rent,36000.0,Not Verified,Fully Paid,s,Other,Ny,18.87,0.0,53.7,Individual,0.0
16398,1600,36,6.76,49.24,A,Bloomberg LP,3 Years,Mortgage,83500.0,Not Verified,Fully Paid,s,Other,Nj,3.65,0.0,14.6,Individual,0.0
16399,11500,36,7.88,359.73,A,"University at Buffalo, SUNY",3 Years,Mortgage,60000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,4.96,0.0,39.3,Individual,0.0
16400,11000,36,15.33,383.12,D,Indian River State College,10+ Years,Mortgage,70000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,24.12,0.0,68.8,Individual,0.0
